0.0	0.0	0.0	
0.25	1.14871875	0.67065	
0.5	1.792543841015625	1.01376012875	
0.75	2.1350753027230027	1.1642019571498465	
1.0	2.2993700662585637	1.2032336664232002	
1.25	2.3596596927141933	1.1796373962328426	
1.5	2.360591404107135	1.1225395371144056	
1.75	2.328899033254153	1.0491849741739983	
2.0	2.2804810447917	0.969649986262229	
2.25	2.2246920407494595	0.8896980183663827	
2.5	2.1669437973075265	0.8125089726175168	
2.75	2.1102808526035712	0.7397253171156837	
3.0	2.0563341337721264	0.6720839618286243	
3.25	2.0058974241197323	0.609797063379572	
3.5	1.9592751868072982	0.5527807345426201	
3.75	1.916491840827941	0.5007916905485029	
4.0	1.877417139029188	0.4535082366327051	
4.25	1.841840791994501	0.41057766670293083	
4.5	1.8095164339538128	0.3716434470469723	
4.75	1.7801871113449352	0.33636028420886627	
5.0	1.7535996729753223	0.3044019770720064	
